CustomerID,MonetaryValue,Frequency,LastInvoiceDate,Recency,R_Quartile,F_Quartile,M_Quartile,RFM_Score,Segment
15506.0,979.26,3,2011-11-17 12:11:00,22,4,3,4,434,434
15507.0,492.36,1,2011-06-21 11:19:00,171,2,1,3,213,Need Attention
15508.0,1000.27,6,2011-06-03 15:43:00,188,1,5,4,154,Cannot Lose Them
15510.0,250.0,1,2011-01-13 12:10:00,330,1,1,2,112,Hibernating
15511.0,909.23,5,2011-11-28 09:43:00,11,5,4,3,543,Loyal Customers
15512.0,121.0,2,2011-07-07 10:20:00,155,2,3,1,231,Need Attention
15513.0,14758.220000000001,19,2011-11-06 14:36:00,32,4,5,5,455,Champions
15514.0,4139.46,11,2011-11-27 14:40:00,11,5,5,5,555,Champions
15516.0,62.43,3,2011-10-26 10:51:00,44,3,3,1,331,Need Attention
15517.0,267.03,1,2011-04-20 14:02:00,232,1,1,2,112,Hibernating
15518.0,1942.45,8,2011-10-06 13:05:00,63,3,5,4,354,Loyal Customers
15520.0,343.5,1,2011-12-08 10:58:00,1,5,1,2,512,New Customers
15521.0,3000.2,8,2011-10-30 13:42:00,39,3,5,5,355,Loyal Customers
15522.0,398.84,2,2011-11-07 11:26:00,32,4,3,2,432,Potential Loyalists
15523.0,412.01000000000005,1,2011-09-16 16:29:00,83,2,1,2,212,At Risk
15524.0,440.0,1,2011-11-15 12:09:00,24,4,1,2,412,New Customers
15525.0,823.42,3,2011-12-07 14:43:00,1,5,3,3,533,Potential Loyalists
15526.0,148.44,2,2011-11-06 15:04:00,32,4,3,1,431,Potential Loyalists
15527.0,2429.78,8,2011-11-21 12:17:00,18,4,5,5,455,Champions
15528.0,229.33,1,2011-03-30 16:14:00,253,1,1,1,111,Hibernating
15529.0,3992.68,11,2011-11-17 11:29:00,22,4,5,5,455,Champions
15530.0,1502.35,4,2011-11-18 12:25:00,21,4,4,4,444,Loyal Customers
15531.0,2007.44,2,2011-12-01 18:43:00,7,5,3,4,534,534
15532.0,1571.03,4,2011-11-14 14:51:00,24,4,4,4,444,Loyal Customers
15533.0,807.57,3,2011-11-20 15:35:00,18,4,3,3,433,Potential Loyalists
15535.0,536.4,4,2011-06-19 16:02:00,172,2,4,3,243,At Risk
15537.0,110.92,1,2011-06-29 13:10:00,162,2,1,1,211,At Risk
15539.0,538.46,1,2011-12-02 13:36:00,6,5,1,3,513,Promising
15540.0,213.3,1,2011-11-28 13:51:00,10,5,1,1,511,New Customers
15541.0,85.13000000000001,1,2011-08-17 14:58:00,113,2,1,1,211,At Risk
15543.0,127.86,1,2011-02-24 15:26:00,287,1,1,1,111,Hibernating
15544.0,3546.71,9,2011-11-30 16:43:00,8,5,5,5,555,Champions
15545.0,292.71999999999997,2,2011-10-16 13:24:00,53,3,3,2,332,About to Sleep
15547.0,4954.84,14,2011-12-02 12:52:00,6,5,5,5,555,Champions
15549.0,1689.51,3,2011-09-23 16:22:00,76,2,3,4,234,At Risk
15550.0,575.63,4,2011-12-05 15:38:00,3,5,4,3,543,Loyal Customers
15551.0,436.06,1,2011-11-03 12:37:00,36,3,1,2,312,Need Attention
15552.0,90.12,1,2011-05-06 14:47:00,216,1,1,1,111,Hibernating
15553.0,437.23,1,2011-10-10 14:02:00,59,3,1,2,312,Need Attention
15554.0,217.2,1,2011-03-07 09:00:00,277,1,1,1,111,Hibernating
15555.0,4802.18,16,2011-11-27 16:19:00,11,5,5,5,555,Champions
15556.0,279.77,1,2011-11-15 16:08:00,23,4,1,2,412,New Customers
15557.0,473.65000000000003,1,2011-11-11 12:46:00,28,4,1,2,412,New Customers
15561.0,800.59,4,2011-11-28 11:07:00,11,5,4,3,543,Loyal Customers
15562.0,134.55,1,2010-12-23 09:55:00,351,1,1,1,111,Hibernating
15563.0,1361.44,3,2011-11-17 12:59:00,21,4,3,4,434,434
15565.0,173.16,2,2011-10-20 14:33:00,49,3,3,1,331,Need Attention
15567.0,186.01,1,2011-11-21 10:48:00,18,4,1,1,411,New Customers
15568.0,758.29,3,2011-12-07 11:27:00,2,5,3,3,533,Potential Loyalists
15569.0,1375.71,5,2011-08-28 10:15:00,103,2,4,4,244,At Risk
15570.0,4165.52,12,2011-12-02 14:47:00,6,5,5,5,555,Champions
15571.0,650.4300000000001,4,2011-11-28 10:02:00,11,5,4,3,543,Loyal Customers
15572.0,2552.86,7,2011-12-05 10:09:00,4,5,5,5,555,Champions
15573.0,599.5,2,2011-11-08 11:38:00,31,4,3,3,433,Potential Loyalists
15574.0,702.25,4,2011-06-15 12:01:00,177,2,4,3,243,At Risk
15576.0,940.6700000000001,1,2011-11-02 12:03:00,37,3,1,4,314,Promising
15577.0,258.88,3,2011-07-11 17:03:00,150,2,3,2,232,232
15578.0,127.1,1,2011-06-30 13:03:00,161,2,1,1,211,At Risk
15579.0,348.6,2,2011-10-02 12:45:00,68,3,3,2,332,About to Sleep
15581.0,721.63,10,2011-07-06 14:04:00,155,2,5,3,253,At Risk
15582.0,682.9100000000001,3,2011-11-15 09:55:00,24,4,3,3,433,Potential Loyalists
15584.0,725.11,4,2011-11-16 10:55:00,23,4,4,3,443,443
15585.0,455.3,1,2011-06-16 08:38:00,176,2,1,2,212,At Risk
15587.0,913.6800000000001,4,2011-10-20 13:37:00,49,3,4,3,343,343
15589.0,478.53000000000003,3,2011-03-29 09:54:00,255,1,3,2,132,At Risk
15592.0,388.58,1,2011-10-24 08:59:00,46,3,1,2,312,Need Attention
15593.0,199.8,1,2011-09-30 11:46:00,70,3,1,1,311,New Customers
15594.0,1771.78,5,2011-11-24 08:53:00,15,4,4,4,444,Loyal Customers
15596.0,1406.59,5,2011-08-31 10:55:00,100,2,4,4,244,At Risk
15597.0,324.57,1,2011-11-04 13:26:00,34,3,1,2,312,Need Attention
15598.0,240.68,1,2011-10-17 16:04:00,52,3,1,1,311,New Customers
15599.0,761.74,2,2011-11-13 11:44:00,26,4,3,3,433,Potential Loyalists
15601.0,6776.56,14,2011-11-28 15:15:00,10,5,5,5,555,Champions
15602.0,1297.8700000000001,9,2011-12-01 14:14:00,7,5,5,4,554,Champions
15603.0,48.480000000000004,1,2011-09-22 10:04:00,78,2,1,1,211,At Risk
15604.0,216.39,1,2011-10-18 14:47:00,51,3,1,1,311,New Customers
15605.0,1198.23,5,2011-11-03 14:17:00,35,3,4,4,344,Loyal Customers
15606.0,2920.16,9,2011-10-09 15:47:00,60,3,5,5,355,Loyal Customers
15607.0,104.76,1,2011-01-07 12:44:00,336,1,1,1,111,Hibernating
15608.0,1093.68,4,2011-11-11 13:20:00,27,4,4,4,444,Loyal Customers
15609.0,298.48,1,2011-06-08 13:00:00,183,1,1,2,112,Hibernating
15610.0,112.46000000000001,1,2011-10-19 10:36:00,51,3,1,1,311,New Customers
15611.0,1570.45,11,2011-11-30 12:36:00,9,5,5,4,554,Champions
15612.0,195.15,2,2011-11-03 14:52:00,35,3,3,1,331,Need Attention
15615.0,10399.74,23,2011-11-29 14:42:00,9,5,5,5,555,Champions
15618.0,776.851,4,2011-11-07 08:34:00,32,4,4,3,443,443
15619.0,336.40000000000003,1,2011-11-29 08:14:00,10,5,1,2,512,New Customers
15620.0,1553.18,3,2011-10-14 12:41:00,56,3,3,4,334,334
15621.0,1293.03,4,2011-12-05 14:01:00,3,5,4,4,544,Champions
15622.0,3709.56,9,2011-10-27 16:44:00,42,3,5,5,355,Loyal Customers
15623.0,301.03,1,2011-07-21 17:26:00,140,2,1,2,212,At Risk
15624.0,588.13,4,2011-08-15 11:38:00,116,2,4,3,243,At Risk
15625.0,1534.26,4,2011-08-28 10:21:00,103,2,4,4,244,At Risk
15626.0,675.8,2,2011-09-26 10:03:00,74,2,3,3,233,At Risk
15628.0,2870.2400000000002,9,2011-12-05 10:24:00,4,5,5,5,555,Champions
15630.0,1186.35,2,2011-10-25 15:36:00,44,3,3,4,334,334
15632.0,3285.31,8,2011-11-24 09:51:00,15,4,5,5,455,Champions
15634.0,243.55,1,2011-11-22 16:28:00,16,4,1,1,411,New Customers
15636.0,724.76,2,2011-09-11 11:17:00,89,2,3,3,233,At Risk
15637.0,223.36,1,2011-10-18 08:28:00,52,3,1,1,311,New Customers
15639.0,425.32,1,2011-07-28 14:30:00,133,2,1,2,212,At Risk
15640.0,12515.66,15,2011-12-05 14:35:00,3,5,5,5,555,Champions
15641.0,1887.2,4,2011-08-26 14:04:00,104,2,4,4,244,At Risk
15643.0,664.0,3,2011-06-01 07:38:00,191,1,3,3,133,133
15644.0,813.0,4,2011-06-26 14:54:00,165,2,4,3,243,At Risk
15645.0,611.59,1,2011-11-21 11:55:00,18,4,1,3,413,New Customers
15646.0,447.64000000000004,3,2011-07-05 09:53:00,157,2,3,2,232,232
15648.0,657.35,2,2011-05-19 15:53:00,203,1,3,3,133,133
15649.0,816.0,2,2011-01-07 13:34:00,335,1,3,3,133,133
15651.0,646.3,3,2011-11-03 08:41:00,36,3,3,3,333,Potential Loyalists
15652.0,337.74,1,2011-09-09 14:22:00,90,2,1,2,212,At Risk
15653.0,877.4399999999999,2,2011-09-08 10:49:00,92,2,3,3,233,At Risk
15654.0,922.53,2,2011-11-30 13:08:00,8,5,3,3,533,Potential Loyalists
15655.0,560.67,1,2011-04-10 15:25:00,242,1,1,3,113,Cannot Lose Them
15656.0,748.5,4,2011-10-25 14:56:00,44,3,4,3,343,343
15657.0,30.0,1,2011-11-17 12:19:00,22,4,1,1,411,New Customers
15658.0,1024.1000000000001,5,2011-06-02 15:22:00,189,1,4,4,144,Cannot Lose Them
15659.0,306.45,1,2011-10-27 09:23:00,43,3,1,2,312,Need Attention
15660.0,1600.86,9,2011-11-14 16:58:00,24,4,5,4,454,Champions
15661.0,309.8,2,2011-01-26 13:56:00,316,1,3,2,132,At Risk
15663.0,138.14,1,2011-08-25 15:50:00,105,2,1,1,211,At Risk
15664.0,386.43,1,2011-10-20 10:57:00,50,3,1,2,312,Need Attention
15665.0,2242.01,2,2011-06-24 14:57:00,167,2,3,5,235,About to Sleep
15667.0,301.32,1,2011-10-31 10:56:00,39,3,1,2,312,Need Attention
15668.0,76.32000000000001,1,2011-05-06 10:39:00,217,1,1,1,111,Hibernating
15669.0,684.34,4,2011-10-30 16:03:00,39,3,4,3,343,343
15670.0,173.05,1,2011-02-16 10:50:00,296,1,1,1,111,Hibernating
15671.0,2657.13,7,2011-11-21 12:43:00,18,4,5,5,455,Champions
15673.0,2881.02,4,2011-09-12 16:12:00,87,2,4,5,245,245
15674.0,2111.89,4,2011-09-27 15:17:00,72,2,4,5,245,245
15675.0,323.69,3,2011-09-19 13:48:00,80,2,3,2,232,232
15676.0,3435.76,3,2011-11-21 12:40:00,18,4,4,5,445,Champions
15677.0,657.23,1,2011-10-21 15:36:00,48,3,1,3,313,Promising
15678.0,352.7,1,2011-10-18 09:25:00,52,3,1,2,312,Need Attention
15679.0,781.28,4,2011-11-15 16:19:00,23,4,4,3,443,443
15680.0,1333.68,3,2011-11-30 13:46:00,8,5,4,4,544,Champions
15681.0,1426.16,5,2011-11-14 16:30:00,24,4,4,4,444,Loyal Customers
15683.0,193.75,1,2011-08-14 12:56:00,116,2,1,1,211,At Risk
15687.0,2993.1,9,2011-12-01 08:33:00,8,5,5,5,555,Champions
15689.0,254.1,2,2011-08-12 09:37:00,119,2,3,2,232,232
15690.0,239.76,2,2011-12-05 15:59:00,3,5,3,1,531,Potential Loyalists
15691.0,136.8,1,2011-04-01 15:13:00,251,1,1,1,111,Hibernating
15692.0,191.04,1,2011-11-11 14:12:00,27,4,1,1,411,New Customers
15694.0,6464.4,13,2011-12-09 09:44:00,0,5,5,5,555,Champions
15695.0,409.98,2,2011-03-18 08:32:00,266,1,3,2,132,At Risk
15696.0,2736.46,8,2011-11-06 14:02:00,32,4,5,5,455,Champions
15699.0,309.65,1,2011-11-22 08:26:00,17,4,1,2,412,New Customers
15700.0,696.68,2,2011-06-20 16:53:00,171,2,3,3,233,At Risk
15701.0,1542.14,4,2011-12-07 14:39:00,1,5,4,4,544,Champions
15703.0,211.5,1,2011-03-20 10:51:00,264,1,1,1,111,Hibernating
15704.0,2293.62,4,2011-07-22 13:35:00,139,2,4,5,245,245
15705.0,143.1,1,2011-05-22 15:37:00,200,1,1,1,111,Hibernating
15706.0,1060.56,4,2011-10-07 10:09:00,63,3,4,4,344,Loyal Customers
15707.0,945.58,4,2011-11-04 14:35:00,34,3,4,4,344,Loyal Customers
15708.0,3364.2400000000002,7,2011-10-30 10:54:00,40,3,5,5,355,Loyal Customers
15709.0,133.25,1,2011-03-01 10:38:00,283,1,1,1,111,Hibernating
15712.0,1072.3600000000001,5,2011-11-30 14:09:00,8,5,4,4,544,Champions
15713.0,356.7,2,2011-07-19 13:34:00,142,2,3,2,232,232
15714.0,330.88,2,2011-11-28 11:26:00,11,5,3,2,532,Potential Loyalists
15716.0,1118.81,4,2011-07-17 11:59:00,145,2,4,4,244,At Risk
15717.0,150.3,1,2011-04-19 13:21:00,233,1,1,1,111,Hibernating
15719.0,5043.96,13,2011-11-07 12:29:00,32,4,5,5,455,Champions
15720.0,598.73,1,2011-11-15 14:48:00,23,4,2,3,423,Potential Loyalists
15721.0,507.08,1,2011-11-28 12:14:00,11,5,2,3,523,Promising
15722.0,2222.56,5,2011-11-04 11:43:00,35,3,4,5,345,Loyal Customers
15723.0,203.1,1,2010-12-10 11:12:00,364,1,2,1,121,Hibernating
15724.0,218.25,2,2011-05-22 14:40:00,200,1,3,1,131,Hibernating
15725.0,415.25,1,2011-11-24 14:51:00,14,4,2,2,422,New Customers
15727.0,5178.96,7,2011-11-23 12:36:00,16,4,5,5,455,Champions
15729.0,85.0,1,2011-05-11 12:36:00,212,1,2,1,121,Hibernating
15730.0,1120.88,3,2011-10-05 12:31:00,65,3,4,4,344,Loyal Customers
15732.0,294.12,2,2011-05-11 14:24:00,211,1,3,2,132,At Risk
15733.0,162.3,1,2011-03-02 09:05:00,282,1,2,1,121,Hibernating
15734.0,1339.45,2,2011-08-17 10:50:00,114,2,3,4,234,At Risk
15737.0,1205.1200000000001,8,2011-11-25 11:21:00,14,4,5,4,454,Champions
15738.0,4812.42,16,2011-11-21 08:26:00,18,4,5,5,455,Champions
15739.0,449.12,1,2011-10-04 13:42:00,65,3,2,2,322,About to Sleep
15740.0,154.88,1,2011-10-21 14:29:00,48,3,2,1,321,Need Attention
15743.0,784.46,4,2011-11-23 17:19:00,15,4,4,3,443,443
15744.0,34.8,1,2011-09-23 09:52:00,77,2,2,1,221,Need Attention
15745.0,1094.59,4,2011-11-20 13:45:00,18,4,4,4,444,Loyal Customers
15746.0,196.88,1,2011-07-28 15:21:00,133,2,2,1,221,Need Attention
15747.0,974.04,3,2011-11-27 12:26:00,12,5,4,4,544,Champions
15748.0,149.31,1,2011-10-30 12:51:00,39,3,2,1,321,Need Attention
15749.0,44534.3,3,2011-04-18 13:20:00,234,1,4,5,145,145
15750.0,2465.48,8,2011-12-07 12:34:00,2,5,5,5,555,Champions
15752.0,2637.38,7,2011-10-31 11:37:00,39,3,5,5,355,Loyal Customers
15753.0,79.2,1,2011-02-08 12:41:00,304,1,2,1,121,Hibernating
15754.0,458.57,3,2011-10-19 14:40:00,50,3,4,2,342,Potential Loyalists
15755.0,2364.25,6,2011-11-29 14:57:00,9,5,5,5,555,Champions
15756.0,532.96,4,2011-10-09 13:30:00,60,3,4,3,343,343
15757.0,714.42,2,2011-10-05 12:14:00,65,3,3,3,333,Potential Loyalists
15758.0,205.25,1,2011-11-15 10:48:00,24,4,2,1,421,421
15759.0,253.04,3,2011-05-05 15:13:00,217,1,4,2,142,142
15762.0,583.75,2,2011-10-05 16:15:00,64,3,3,3,333,Potential Loyalists
15763.0,1086.92,2,2011-11-08 09:44:00,31,4,3,4,434,434
15764.0,3279.97,6,2011-09-12 17:58:00,87,2,5,5,255,255
15766.0,315.06,1,2011-10-06 17:03:00,63,3,2,2,322,About to Sleep
15768.0,621.8299999999999,3,2011-08-16 10:48:00,115,2,4,3,243,At Risk
15769.0,56252.72,26,2011-12-02 13:52:00,6,5,5,5,555,Champions
15773.0,635.6800000000001,1,2011-12-04 12:48:00,5,5,2,3,523,Promising
15774.0,270.8,1,2011-10-02 12:04:00,68,3,2,2,322,About to Sleep
15775.0,104.9,1,2011-04-08 12:56:00,244,1,2,1,121,Hibernating
15776.0,241.62,1,2011-07-29 13:46:00,132,2,2,1,221,Need Attention
15777.0,1047.11,4,2011-04-12 16:43:00,240,1,4,4,144,Cannot Lose Them
15780.0,475.28000000000003,3,2011-06-09 12:01:00,183,1,4,2,142,142
15781.0,345.46,3,2011-11-14 14:57:00,24,4,4,2,442,Potential Loyalists
15782.0,2614.7400000000002,3,2011-11-30 10:49:00,9,5,4,5,545,Champions
15783.0,246.3,1,2011-11-29 09:50:00,10,5,2,1,521,Promising
15785.0,2328.9700000000003,5,2011-11-07 11:33:00,32,4,4,5,445,Champions
15786.0,4932.2,3,2011-10-24 14:13:00,45,3,4,5,345,Loyal Customers
15787.0,948.05,3,2011-11-13 14:55:00,25,4,4,4,444,Loyal Customers
15789.0,351.3,1,2010-12-16 14:35:00,357,1,2,2,122,At Risk
15790.0,220.85,1,2011-11-29 14:53:00,9,5,2,1,521,Promising
15791.0,1612.69,2,2011-10-27 10:14:00,43,3,3,4,334,334
15793.0,965.61,3,2011-11-25 09:31:00,14,4,4,4,444,Loyal Customers
15795.0,610.01,1,2011-07-13 10:43:00,149,2,2,3,223,At Risk
15796.0,2710.56,8,2011-12-08 19:55:00,0,5,5,5,555,Champions
15797.0,2192.4,3,2011-08-18 17:04:00,112,2,4,5,245,245
15799.0,884.14,3,2011-09-25 12:46:00,75,2,4,3,243,At Risk
15800.0,699.08,2,2011-08-24 14:23:00,106,2,3,3,233,At Risk
15801.0,1063.95,3,2011-10-24 13:52:00,45,3,4,4,344,Loyal Customers
15803.0,415.82000000000005,1,2011-10-19 14:56:00,50,3,2,2,322,About to Sleep
15804.0,4206.39,13,2011-12-09 12:31:00,0,5,5,5,555,Champions
15805.0,5528.4800000000005,17,2011-11-16 16:32:00,22,4,5,5,455,Champions
15806.0,784.58,3,2011-10-24 14:35:00,45,3,4,3,343,343
15807.0,903.9,3,2011-10-20 14:10:00,49,3,4,3,343,343
15808.0,3734.9700000000003,4,2011-02-06 14:33:00,305,1,4,5,145,145
15809.0,515.77,5,2011-11-03 16:40:00,35,3,4,3,343,343
15810.0,1391.98,4,2011-09-22 09:38:00,78,2,4,4,244,At Risk
15811.0,2218.62,6,2011-11-17 15:31:00,21,4,5,5,455,Champions
15812.0,1801.14,5,2011-08-24 14:19:00,106,2,4,4,244,At Risk
15813.0,1303.9099999999999,2,2011-05-16 08:13:00,207,1,3,4,134,At Risk
15814.0,1945.33,4,2011-11-23 08:17:00,16,4,4,4,444,Loyal Customers
15815.0,2100.6,5,2011-10-07 12:42:00,63,3,4,5,345,Loyal Customers
15819.0,1905.45,4,2011-10-21 14:50:00,48,3,4,4,344,Loyal Customers
15820.0,206.98,1,2011-01-24 12:00:00,319,1,2,1,121,Hibernating
15821.0,570.96,2,2011-10-26 15:48:00,43,3,3,3,333,Potential Loyalists
15822.0,885.47,2,2011-12-06 14:50:00,2,5,3,3,533,Potential Loyalists
15825.0,532.94,1,2011-06-20 13:27:00,171,2,2,3,223,At Risk
15826.0,1654.31,3,2011-10-14 16:05:00,55,3,4,4,344,Loyal Customers
15827.0,1836.0900000000001,14,2011-09-27 15:35:00,72,2,5,4,254,254
15829.0,636.14,2,2011-09-01 16:45:00,98,2,3,3,233,At Risk
15830.0,576.0,1,2011-11-02 10:40:00,37,3,2,3,323,Potential Loyalists
15831.0,801.76,3,2011-10-12 13:14:00,57,3,4,3,343,343
15832.0,836.79,1,2011-03-30 15:29:00,253,1,2,3,123,At Risk
15834.0,2231.25,4,2011-09-30 14:41:00,69,3,4,5,345,Loyal Customers
15835.0,954.09,4,2011-10-26 15:47:00,43,3,4,4,344,Loyal Customers
15836.0,137.37,1,2011-10-20 17:13:00,49,3,2,1,321,Need Attention
15837.0,391.98,1,2011-10-06 09:01:00,64,3,2,2,322,About to Sleep
15838.0,33643.08,19,2011-11-28 14:00:00,10,5,5,5,555,Champions
15839.0,1048.49,3,2011-11-06 13:54:00,32,4,4,4,444,Loyal Customers
15840.0,355.56,2,2011-10-12 09:08:00,58,3,3,2,332,About to Sleep
15841.0,1224.06,4,2011-09-28 12:15:00,72,2,4,4,244,At Risk
15843.0,118.95000000000002,1,2011-02-09 10:19:00,303,1,2,1,121,Hibernating
15844.0,130.73999999999998,1,2011-10-24 15:19:00,45,3,2,1,321,Need Attention
15845.0,3711.77,8,2011-11-22 09:42:00,17,4,5,5,455,Champions
15847.0,389.27,2,2011-11-01 14:41:00,37,3,3,2,332,About to Sleep
15850.0,238.85,2,2011-11-20 14:14:00,18,4,3,1,431,Potential Loyalists
15852.0,160.71,2,2011-06-06 11:22:00,186,1,3,1,131,Hibernating
15853.0,110.8,1,2011-10-19 10:38:00,51,3,2,1,321,Need Attention
15854.0,2974.65,12,2011-12-05 13:39:00,3,5,5,5,555,Champions
15855.0,712.24,5,2011-07-26 10:20:00,136,2,4,3,243,At Risk
15856.0,16386.31,27,2011-12-05 17:09:00,3,5,5,5,555,Champions
15857.0,297.0,1,2011-11-21 12:18:00,18,4,2,2,422,New Customers
15858.0,1438.85,5,2011-11-24 12:48:00,15,4,4,4,444,Loyal Customers
15860.0,977.21,8,2011-10-30 11:25:00,40,3,5,4,354,Loyal Customers
15861.0,3165.36,8,2011-11-27 15:59:00,11,5,5,5,555,Champions
15862.0,832.88,4,2011-12-01 13:28:00,7,5,4,3,543,Loyal Customers
15863.0,68.84,2,2011-11-14 12:49:00,25,4,3,1,431,Potential Loyalists
15864.0,1936.3200000000002,6,2011-11-17 13:32:00,21,4,5,4,454,Champions
15865.0,895.13,3,2011-10-30 12:43:00,40,3,4,3,343,343
15866.0,230.53,1,2011-08-30 14:09:00,100,2,2,1,221,Need Attention
15867.0,3806.1,15,2011-12-04 13:32:00,4,5,5,5,555,Champions
15869.0,149.64,2,2011-03-07 17:23:00,276,1,3,1,131,Hibernating
15870.0,354.09000000000003,1,2011-11-07 10:58:00,32,4,2,2,422,New Customers
15872.0,360.93,2,2011-11-25 11:55:00,14,4,3,2,432,Potential Loyalists
15874.0,4405.88,7,2011-10-07 12:31:00,63,3,5,5,355,Loyal Customers
15877.0,493.28,2,2011-12-08 11:53:00,1,5,3,3,533,Potential Loyalists
15880.0,343.28000000000003,1,2010-12-05 13:00:00,368,1,2,2,122,At Risk
15881.0,501.39000000000004,5,2011-01-31 16:59:00,311,1,4,3,143,At Risk
15882.0,514.08,4,2011-05-25 11:35:00,198,1,4,3,143,At Risk
15883.0,396.48,2,2011-12-07 17:05:00,1,5,3,2,532,Potential Loyalists
15885.0,349.35,1,2011-09-07 14:56:00,92,2,2,2,222,At Risk
15886.0,181.09,1,2011-10-10 14:25:00,59,3,2,1,321,Need Attention
15888.0,162.64,1,2011-09-20 12:30:00,80,2,2,1,221,Need Attention
15889.0,427.57,2,2011-07-06 11:10:00,156,2,3,2,232,232
15891.0,521.97,1,2011-04-27 12:35:00,226,1,2,3,123,At Risk
15894.0,262.9,2,2011-03-31 13:50:00,252,1,3,2,132,At Risk
15895.0,179.17,1,2011-07-13 10:27:00,149,2,2,1,221,Need Attention
15897.0,222.05,2,2011-05-29 13:50:00,193,1,3,1,131,Hibernating
15898.0,1388.88,5,2011-12-08 15:23:00,0,5,4,4,544,Champions
15899.0,56.25,1,2010-12-06 10:36:00,368,1,2,1,121,Hibernating
15900.0,351.11,1,2011-11-16 12:19:00,23,4,2,2,422,New Customers
15901.0,361.9,3,2011-11-23 12:43:00,16,4,4,2,442,Potential Loyalists
15903.0,5126.76,7,2011-11-30 08:08:00,9,5,5,5,555,Champions
15904.0,164.68,1,2011-12-01 14:50:00,7,5,2,1,521,Promising
15906.0,1567.69,7,2011-11-20 12:24:00,19,4,5,4,454,Champions
15907.0,966.6,3,2011-12-06 12:21:00,3,5,4,4,544,Champions
15909.0,191.94,1,2011-06-19 10:38:00,173,2,2,1,221,Need Attention
15910.0,1232.18,8,2011-12-09 10:51:00,0,5,5,4,554,Champions
15912.0,264.62,2,2011-06-14 14:29:00,177,2,3,2,232,232
15916.0,1528.09,8,2011-11-23 13:46:00,15,4,5,4,454,Champions
15917.0,123.1,1,2011-04-06 10:40:00,247,1,2,1,121,Hibernating
15918.0,334.23,2,2011-06-02 11:42:00,190,1,3,2,132,At Risk
15919.0,639.89,2,2011-11-20 11:28:00,19,4,3,3,433,Potential Loyalists
15920.0,163.55,3,2011-07-08 15:25:00,153,2,4,1,241,Need Attention
15921.0,336.03000000000003,1,2011-06-20 11:03:00,172,2,2,2,222,At Risk
15922.0,369.5,1,2010-12-01 13:51:00,372,1,2,2,122,At Risk
15923.0,127.08,1,2010-12-02 12:16:00,372,1,2,1,121,Hibernating
15925.0,207.15,1,2011-05-29 15:35:00,193,1,2,1,121,Hibernating
15930.0,426.63,1,2011-10-03 14:52:00,66,3,2,2,322,About to Sleep
15932.0,2495.87,8,2011-12-05 17:13:00,3,5,5,5,555,Champions
15933.0,1107.46,3,2011-11-18 13:14:00,20,4,4,4,444,Loyal Customers
15935.0,108.03999999999999,1,2011-04-14 13:27:00,238,1,2,1,121,Hibernating
15937.0,145.35,1,2011-10-06 15:48:00,63,3,2,1,321,Need Attention
15938.0,404.58,5,2011-08-19 12:56:00,111,2,4,2,242,242
15939.0,6100.01,14,2011-09-11 11:30:00,89,2,5,5,255,255
15940.0,35.8,1,2011-02-01 16:18:00,310,1,2,1,121,Hibernating
15942.0,337.44,1,2011-07-29 09:01:00,133,2,2,2,222,At Risk
15944.0,325.1,1,2011-03-08 10:33:00,276,1,2,2,122,At Risk
15945.0,181.0,1,2010-12-09 13:14:00,364,1,2,1,121,Hibernating
15947.0,1708.24,1,2011-09-18 10:46:00,82,2,2,4,224,At Risk
15948.0,955.24,2,2011-12-01 15:32:00,7,5,3,4,534,534
15949.0,364.72,2,2011-11-23 09:09:00,16,4,3,2,432,Potential Loyalists
15950.0,1765.51,4,2011-11-08 11:09:00,31,4,4,4,444,Loyal Customers
15951.0,708.22,2,2011-12-01 08:34:00,8,5,3,3,533,Potential Loyalists
15952.0,806.57,4,2011-11-06 11:18:00,33,3,4,3,343,343
15953.0,1659.3799999999999,8,2011-11-24 15:32:00,14,4,5,4,454,Champions
15955.0,4416.26,14,2011-11-15 14:15:00,23,4,5,5,455,Champions
15957.0,428.89,1,2011-11-08 12:14:00,31,4,2,2,422,New Customers
15958.0,104.35,1,2011-09-26 13:41:00,73,2,2,1,221,Need Attention
15963.0,470.76,2,2011-11-20 11:33:00,19,4,3,2,432,Potential Loyalists
15965.0,845.64,4,2011-11-22 16:44:00,16,4,4,3,443,443
15967.0,418.83,2,2011-11-16 15:41:00,22,4,3,2,432,Potential Loyalists
15969.0,666.1,3,2011-12-07 11:06:00,2,5,4,3,543,Loyal Customers
15970.0,314.1,1,2011-02-09 12:08:00,303,1,2,2,122,At Risk
15971.0,4194.9,12,2011-11-22 12:50:00,17,4,5,5,455,Champions
15973.0,307.82000000000005,1,2010-12-08 11:42:00,366,1,2,2,122,At Risk
15974.0,3442.15,7,2011-10-31 13:13:00,38,3,5,5,355,Loyal Customers
15975.0,371.01,1,2011-09-16 13:33:00,83,2,2,2,222,At Risk
15976.0,430.94,2,2011-06-27 13:00:00,164,2,3,2,232,232
15977.0,1054.73,2,2011-11-22 13:29:00,16,4,3,4,434,434
15978.0,1098.78,1,2011-09-23 15:21:00,76,2,2,4,224,At Risk
15980.0,2398.86,3,2011-09-12 09:41:00,88,2,4,5,245,245
15981.0,3408.48,8,2011-11-15 08:00:00,24,4,5,5,455,Champions
